Product,Old Target,New Target,Target Change,Old Revenue,New Revenue,Revenue Change,Old Freq Below,New Freq Below,Old Freq Above,New Freq Above,Old Margin,New Margin,Margin Change,Improved
Rustic Aluminum Hat,2473,1731,-742,5469,5469,0,1,0,0,1,-1950,276,2226,YES
Small Silk Table,1861,1121,-740,3540,3540,0,1,0,0,1,-2043,177,2220,YES
Lightweight Steel Watch,1912,1358,-554,5720,5720,0,1,0,0,1,-1928,288,2216,YES
Intelligent Leather Pants,2830,2387,-443,12566,12566,0,2,1,0,1,-1584,631,2215,YES
Rustic Paper Pants,1612,1062,-550,4472,4472,0,1,0,0,1,-1976,224,2200,YES
Enormous Wool Plate,2812,2264,-548,9536,9536,0,1,0,0,1,-1712,480,2192,YES
Small Iron Bag,3087,2542,-545,10704,10704,0,1,0,0,1,-1644,536,2180,YES
Heavy Duty Marble Computer,3141,2054,-1087,4326,4326,0,1,0,0,1,-1956,218,2174,YES
Lightweight Leather Clock,2660,2493,-167,34128,34128,0,3,2,1,2,-452,1719,2171,YES
Aerodynamic Wool Table,2798,2364,-434,12445,12445,0,1,0,0,1,-1545,625,2170,YES
Lightweight Leather Table,2505,1964,-541,8072,8072,0,1,0,0,1,-1948,216,2164,YES
Practical Bronze Knife,2883,2452,-431,12910,12910,0,1,0,0,1,-1505,650,2155,YES
Durable Marble Clock,3125,2053,-1072,4324,4324,0,1,0,0,1,-1926,218,2144,YES
Rustic Wool Car,1969,1665,-304,12276,12276,0,2,1,0,1,-1507,621,2128,YES
Gorgeous Silk Shirt,2373,1315,-1058,2770,2770,0,1,0,0,1,-1976,140,2116,YES
Awesome Concrete Shirt,2345,1922,-423,10120,10120,0,1,0,0,1,-1605,510,2115,YES
Synergistic Rubber Watch,2504,2152,-352,13596,13596,0,2,0,0,2,-1428,684,2112,YES
Incredible Linen Knife,1770,1245,-525,5244,5244,0,1,0,0,1,-1836,264,2100,YES
Gorgeous Marble Clock,2710,2011,-699,6351,6351,0,1,0,0,1,-1779,318,2097,YES
Sleek Wool Shoes,2520,1996,-524,8408,8408,0,1,0,0,1,-1672,424,2096,YES
Synergistic Copper Lamp,2939,1896,-1043,3992,3992,0,1,0,0,1,-1886,200,2086,YES
Intelligent Wool Shoes,2092,1571,-521,6616,6616,0,2,1,0,1,-1752,332,2084,YES
Gorgeous Aluminum Pants,2066,1545,-521,6352,6352,0,1,0,0,1,-1912,172,2084,YES
Gorgeous Granite Lamp,2555,2208,-347,13952,13952,0,2,0,0,2,-1378,704,2082,YES
Enormous Copper Pants,2433,2017,-416,10620,10620,0,1,0,0,1,-1545,535,2080,YES
Heavy Duty Granite Keyboard,2559,2143,-416,11280,11280,0,1,0,0,1,-1515,565,2080,YES
Fantastic Rubber Pants,2112,1594,-518,6712,6712,0,2,0,0,2,-1736,336,2072,YES
Heavy Duty Steel Lamp,2611,2197,-414,11565,11565,0,1,0,0,1,-1490,580,2070,YES
Aerodynamic Copper Table,2124,1607,-517,6771,6771,0,2,1,0,1,-1725,343,2068,YES
Intelligent Silk Bench,2593,1572,-1021,3310,3310,0,2,0,0,2,-1876,166,2042,YES
Sleek Bronze Plate,2429,2225,-204,23433,23433,0,3,3,1,1,-857,1183,2040,YES
Intelligent Silk Car,1999,1708,-291,12589,12589,0,4,1,0,3,-1404,633,2037,YES
Aerodynamic Silk Gloves,2623,2216,-407,11665,11665,0,1,0,0,1,-1450,585,2035,YES
Small Wool Bottle,2704,1687,-1017,3552,3552,0,1,0,0,1,-1856,178,2034,YES
Ergonomic Rubber Table,2503,2001,-502,8428,8428,0,1,0,0,1,-1584,424,2008,YES
Small Wool Lamp,1643,1242,-401,6540,6540,0,2,0,0,2,-1675,330,2005,YES
Aerodynamic Silk Knife,2424,1923,-501,7736,7736,0,1,0,0,1,-1960,44,2004,YES
Synergistic Wool Plate,2362,1695,-667,5357,5357,0,2,0,0,2,-1729,272,2001,YES
Rustic Iron Pants,2313,1817,-496,7654,7654,0,2,1,0,1,-1598,386,1984,YES
Practical Wooden Car,2965,1978,-987,4166,4166,0,1,0,0,1,-1764,210,1974,YES
Fantastic Leather Plate,1761,1368,-393,7205,7205,0,1,0,0,1,-1600,365,1965,YES
Incredible Copper Gloves,2143,1653,-490,6964,6964,0,1,0,0,1,-1608,352,1960,YES
Enormous Leather Car,2566,1921,-645,6069,6069,0,1,0,0,1,-1629,306,1935,YES
Synergistic Marble Pants,2914,2269,-645,7167,7167,0,1,0,0,1,-1575,360,1935,YES
Practical Concrete Watch,2542,1897,-645,5880,5880,0,1,0,0,1,-1746,189,1935,YES
Ergonomic Wool Keyboard,1739,1257,-482,5296,5296,0,1,0,0,1,-1660,268,1928,YES
Sleek Paper Plate,3156,2514,-642,7941,7941,0,1,0,0,1,-1527,399,1926,YES
Synergistic Aluminum Watch,2447,1811,-636,5721,5721,0,1,0,0,1,-1620,288,1908,YES
Ergonomic Bronze Bottle,2037,1892,-145,25907,25907,0,4,2,1,3,-574,1311,1885,YES
Synergistic Rubber Computer,1731,1355,-376,7135,7135,0,1,0,0,1,-1520,360,1880,YES
Mediocre Rubber Coat,2647,1716,-931,3614,3614,0,1,0,0,1,-1680,182,1862,YES
Lightweight Linen Coat,2427,1808,-619,5712,5712,0,2,0,0,2,-1569,288,1857,YES
Sleek Plastic Bag,2937,2324,-613,7341,7341,0,1,0,0,1,-1470,369,1839,YES
Gorgeous Paper Pants,2505,1588,-917,3344,3344,0,1,0,0,1,-1666,168,1834,YES
Ergonomic Rubber Table,2401,1791,-610,5658,5658,0,1,0,0,1,-1545,285,1830,YES
Heavy Duty Wooden Plate,2792,1878,-914,3850,3850,0,1,0,0,1,-1734,94,1828,YES
Gorgeous Wooden Wallet,2943,2640,-303,16678,16678,0,2,1,0,1,-980,838,1818,YES
Rustic Iron Chair,2100,1495,-605,4587,4587,0,1,0,0,1,-1713,102,1815,YES
Synergistic Copper Wallet,2118,1757,-361,9250,9250,0,2,1,0,1,-1340,465,1805,YES
Heavy Duty Granite Bag,2741,1845,-896,3886,3886,0,1,0,0,1,-1596,196,1792,YES
Heavy Duty Bronze Lamp,2472,1877,-595,5928,5928,0,1,0,0,1,-1488,297,1785,YES
Gorgeous Marble Hat,2654,1766,-888,3552,3552,0,1,0,0,1,-1756,20,1776,YES
Small Paper Shirt,1977,1534,-443,6463,6463,0,2,1,0,1,-1445,327,1772,YES
Gorgeous Granite Wallet,2542,2102,-440,8852,8852,0,1,0,0,1,-1316,444,1760,YES
Durable Rubber Bag,2541,1956,-585,6177,6177,0,1,0,0,1,-1446,309,1755,YES
Awesome Leather Knife,2521,1936,-585,6114,6114,0,1,0,0,1,-1449,306,1755,YES
Lightweight Wooden Coat,2106,1756,-350,9245,9245,0,1,0,0,1,-1285,465,1750,YES
Synergistic Paper Table,2226,1877,-349,9880,9880,0,1,0,0,1,-1250,495,1745,YES
Rustic Cotton Hat,2592,2156,-436,9080,9080,0,1,0,0,1,-1288,456,1744,YES
Intelligent Granite Knife,2158,1909,-249,14073,14073,0,2,0,0,2,-1033,710,1743,YES
Small Marble Clock,2628,2052,-576,6483,6483,0,1,0,0,1,-1401,327,1728,YES
Intelligent Paper Gloves,2648,2218,-430,9340,9340,0,1,0,0,1,-1252,468,1720,YES
Mediocre Wooden Knife,2049,1835,-214,15457,15457,0,3,2,1,2,-935,777,1712,YES
Intelligent Paper Bag,2065,1726,-339,9085,9085,0,1,0,0,1,-1240,455,1695,YES
Lightweight Wooden Knife,1853,1572,-281,9934,9934,0,2,1,0,1,-1184,502,1686,YES
Rustic Copper Bottle,2796,2234,-562,7056,7056,0,1,0,0,1,-1332,354,1686,YES
Awesome Wool Watch,2004,1585,-419,6679,6679,0,2,1,0,1,-1337,339,1676,YES
Awesome Rubber Bench,2092,1534,-558,4845,4845,0,1,0,0,1,-1431,243,1674,YES
Ergonomic Bronze Shoes,2011,1175,-836,2474,2474,0,1,0,0,1,-1548,124,1672,YES
Enormous Cotton Watch,2895,2062,-833,4343,4343,0,2,1,0,1,-1447,219,1666,YES
Incredible Iron Bottle,2376,2139,-237,15770,15770,0,2,0,0,2,-862,797,1659,YES
Enormous Aluminum Bag,2446,1617,-829,3362,3362,0,1,0,0,1,-1530,128,1658,YES
Durable Cotton Hat,2000,1669,-331,8789,8789,0,2,1,0,1,-1211,444,1655,YES
Fantastic Aluminum Coat,1597,1185,-412,4992,4992,0,1,0,0,1,-1396,252,1648,YES
Durable Iron Plate,3244,2833,-411,11932,11932,0,1,0,0,1,-1044,600,1644,YES
Awesome Silk Lamp,2270,1448,-822,3050,3050,0,1,0,0,1,-1490,154,1644,YES
Incredible Marble Hat,2361,1814,-547,5732,5732,0,2,0,0,2,-1351,290,1641,YES
Heavy Duty Wooden Lamp,2341,2014,-327,10607,10607,0,3,1,1,3,-1098,537,1635,YES
Practical Plastic Gloves,2183,1858,-325,9780,9780,0,1,0,0,1,-1135,490,1625,YES
Enormous Wool Table,2682,2277,-405,9588,9588,0,1,0,0,1,-1140,480,1620,YES
Small Leather Shirt,2806,2485,-321,13080,13080,0,1,0,0,1,-950,655,1605,YES
Incredible Silk Chair,2014,1480,-534,4674,4674,0,1,0,0,1,-1368,234,1602,YES
Aerodynamic Iron Bag,1910,1511,-399,6364,6364,0,1,0,0,1,-1276,320,1596,YES
Sleek Rubber Knife,3205,2408,-797,5070,5070,0,1,0,0,1,-1340,254,1594,YES
Synergistic Linen Table,3186,2656,-530,8388,8388,0,1,0,0,1,-1170,420,1590,YES
Synergistic Paper Bottle,2814,2019,-795,4252,4252,0,1,0,0,1,-1376,214,1590,YES
Gorgeous Steel Lamp,1958,1561,-397,6576,6576,0,1,0,0,1,-1256,332,1588,YES
Rustic Rubber Bench,2505,1712,-793,3606,3606,0,1,0,0,1,-1404,182,1586,YES
Fantastic Silk Keyboard,1848,1704,-144,19739,19739,0,3,3,1,1,-589,995,1584,YES
Durable Iron Bench,2336,2020,-316,10635,10635,0,1,0,0,1,-1045,535,1580,YES
Durable Wool Computer,2897,2375,-522,7500,7500,0,1,0,0,1,-1191,375,1566,YES
Fantastic Granite Car,2411,1631,-780,3434,3434,0,1,0,0,1,-1388,172,1560,YES
Enormous Silk Coat,2616,2305,-311,12135,12135,0,1,0,0,1,-945,610,1555,YES
Intelligent Cotton Watch,2201,1686,-515,5325,5325,0,1,0,0,1,-1278,267,1545,YES
Rustic Copper Pants,2512,2205,-307,11610,11610,0,2,0,0,2,-950,585,1535,YES
Enormous Wool Coat,2370,1604,-766,3378,3378,0,1,0,0,1,-1362,170,1532,YES
Ergonomic Silk Computer,2524,2141,-383,9016,9016,0,1,0,0,1,-1080,452,1532,YES
Fantastic Bronze Table,2468,1706,-762,3592,3592,0,1,0,0,1,-1344,180,1524,YES
Heavy Duty Wool Computer,2697,2195,-502,6933,6933,0,1,0,0,1,-1158,348,1506,YES
Durable Copper Pants,3350,1852,-1498,1926,1926,0,1,0,0,1,-1424,74,1498,YES
Small Bronze Car,2071,1775,-296,9345,9345,0,2,0,0,2,-1010,470,1480,YES
Ergonomic Copper Shoes,2831,2091,-740,4404,4404,0,1,0,0,1,-1258,222,1480,YES
Practical Silk Shoes,2860,2490,-370,10488,10488,0,1,0,0,1,-952,528,1480,YES
Practical Granite Gloves,2454,1716,-738,3614,3614,0,1,0,0,1,-1294,182,1476,YES
Awesome Cotton Coat,2758,2026,-732,4266,4266,0,1,0,0,1,-1250,214,1464,YES
Enormous Bronze Pants,2337,1850,-487,5844,5844,0,1,0,0,1,-1167,294,1461,YES
Small Linen Pants,2057,1984,-73,41795,41795,0,3,1,1,3,655,2115,1460,YES
Awesome Leather Table,1816,1330,-486,4203,4203,0,1,0,0,1,-1245,213,1458,YES
Durable Granite Computer,1698,1213,-485,3832,3832,0,2,0,0,2,-1262,193,1455,YES
Practical Rubber Gloves,2492,2201,-291,11585,11585,0,1,0,0,1,-875,580,1455,YES
Fantastic Iron Coat,2083,1358,-725,2860,2860,0,1,0,0,1,-1306,144,1450,YES
Incredible Concrete Coat,2367,1644,-723,3462,3462,0,1,0,0,1,-1272,174,1446,YES
Heavy Duty Cotton Lamp,2984,2695,-289,14185,14185,0,1,0,0,1,-735,710,1445,YES
Awesome Granite Keyboard,2874,2152,-722,4532,4532,0,1,0,0,1,-1216,228,1444,YES
Rustic Copper Knife,2469,2108,-361,8876,8876,0,1,0,0,1,-1000,444,1444,YES
Sleek Silk Pants,2287,2048,-239,12936,12936,0,2,1,0,1,-786,648,1434,YES
Mediocre Paper Clock,2054,1696,-358,7144,7144,0,1,0,0,1,-1072,360,1432,YES
Fantastic Bronze Shirt,2070,1595,-475,5039,5039,0,2,0,0,2,-1171,254,1425,YES
Fantastic Wool Lamp,1586,1349,-237,8523,8523,0,2,1,0,1,-993,429,1422,YES
Intelligent Aluminum Table,2487,2015,-472,6368,6368,0,2,1,0,1,-1093,323,1416,YES
Lightweight Silk Pants,2073,1368,-705,2882,2882,0,1,0,0,1,-1264,146,1410,YES
Heavy Duty Granite Bench,2669,1280,-1389,1348,1348,0,1,0,0,1,-1321,68,1389,YES
Rustic Plastic Table,2047,1356,-691,2856,2856,0,1,0,0,1,-1238,144,1382,YES
Small Steel Chair,2363,1672,-691,3522,3522,0,1,0,0,1,-1204,178,1382,YES
Durable Bronze Computer,1710,1365,-345,5748,5748,0,1,0,0,1,-1092,288,1380,YES
Incredible Wool Shoes,1915,1570,-345,6612,6612,0,2,1,0,1,-1048,332,1380,YES
Sleek Copper Computer,2427,2082,-345,8768,8768,0,1,0,0,1,-940,440,1380,YES
Mediocre Linen Lamp,2856,2170,-686,4570,4570,0,1,0,0,1,-1142,230,1372,YES
Sleek Wooden Knife,2240,1966,-274,10351,10351,0,2,0,0,2,-849,521,1370,YES
Heavy Duty Marble Plate,1894,1724,-170,14525,14525,0,2,0,0,2,-627,733,1360,YES
Practical Rubber Shoes,2147,1808,-339,7617,7617,0,2,0,0,2,-971,385,1356,YES
Enormous Plastic Bench,1604,1413,-191,10417,10417,0,2,0,0,2,-811,526,1337,YES
Practical Rubber Watch,3174,2510,-664,5286,5286,0,1,0,0,1,-1062,266,1328,YES
Synergistic Wooden Gloves,2509,1845,-664,3886,3886,0,1,0,0,1,-1132,196,1328,YES
Gorgeous Rubber Bench,2773,1460,-1313,1505,1505,0,1,0,0,1,-1268,45,1313,YES
Sleek Wooden Table,1747,1485,-262,7824,7824,0,2,1,0,1,-911,399,1310,YES
Gorgeous Rubber Wallet,2550,2223,-327,9360,9360,0,1,0,0,1,-840,468,1308,YES
Sleek Leather Gloves,2170,1909,-261,10050,10050,0,1,0,0,1,-800,505,1305,YES
Lightweight Concrete Bottle,2784,2349,-435,7419,7419,0,1,0,0,1,-933,372,1305,YES
Synergistic Marble Hat,1814,1165,-649,2382,2382,0,1,0,0,1,-1246,52,1298,YES
Awesome Wooden Chair,2351,2030,-321,8548,8548,0,1,0,0,1,-856,428,1284,YES
Small Iron Chair,2217,1790,-427,5655,5655,0,1,0,0,1,-996,285,1281,YES
Sleek Steel Pants,1762,1339,-423,4230,4230,0,1,0,0,1,-1056,213,1269,YES
Gorgeous Granite Chair,2746,2324,-422,7341,7341,0,1,0,0,1,-897,369,1266,YES
Heavy Duty Steel Bench,2897,2581,-316,10868,10868,0,1,0,0,1,-720,544,1264,YES
Rustic Rubber Chair,2365,1105,-1260,1164,1164,0,1,0,0,1,-1201,59,1260,YES
Heavy Duty Rubber Watch,2591,2341,-250,12325,12325,0,1,0,0,1,-630,620,1250,YES
Durable Linen Bench,3000,1784,-1216,1878,1878,0,1,0,0,1,-1122,94,1216,YES
Practical Aluminum Gloves,2220,1977,-243,10410,10410,0,1,0,0,1,-690,525,1215,YES
Incredible Granite Chair,2334,1931,-403,6099,6099,0,1,0,0,1,-903,306,1209,YES
Practical Plastic Clock,2135,1735,-400,5481,5481,0,1,0,0,1,-924,276,1200,YES
Gorgeous Concrete Computer,1768,1169,-599,2462,2462,0,1,0,0,1,-1074,124,1198,YES
Fantastic Leather Lamp,2969,2375,-594,5000,5000,0,1,0,0,1,-938,250,1188,YES
Fantastic Marble Keyboard,1852,1556,-296,6552,6552,0,1,0,0,1,-856,328,1184,YES
Intelligent Plastic Watch,2673,2279,-394,7197,7197,0,1,0,0,1,-822,360,1182,YES
Aerodynamic Cotton Shirt,2666,2373,-293,9992,9992,0,1,0,0,1,-672,500,1172,YES
Incredible Marble Shirt,2886,2301,-585,4846,4846,0,1,0,0,1,-926,244,1170,YES
Mediocre Rubber Computer,2580,1997,-583,4206,4206,0,1,0,0,1,-954,212,1166,YES
Gorgeous Plastic Computer,2310,1729,-581,3640,3640,0,1,0,0,1,-980,182,1162,YES
Gorgeous Concrete Bag,2793,1631,-1162,1717,1717,0,1,0,0,1,-1076,86,1162,YES
Practical Marble Plate,3144,2757,-387,8709,8709,0,1,0,0,1,-723,438,1161,YES
Lightweight Wool Plate,2572,1992,-580,4194,4194,0,1,0,0,1,-950,210,1160,YES
Fantastic Linen Keyboard,2560,1982,-578,4174,4174,0,1,0,0,1,-946,210,1156,YES
Synergistic Cotton Bottle,1808,1577,-231,8300,8300,0,1,0,0,1,-740,415,1155,YES
Durable Iron Plate,2206,1919,-287,8080,8080,0,1,0,0,1,-744,404,1148,YES
Intelligent Aluminum Computer,2844,2272,-572,4784,4784,0,1,0,0,1,-904,240,1144,YES
Incredible Concrete Bottle,2606,2225,-381,7029,7029,0,1,0,0,1,-789,354,1143,YES
Durable Rubber Chair,2202,1634,-568,3442,3442,0,1,0,0,1,-962,174,1136,YES
Sleek Silk Bottle,2944,2566,-378,8106,8106,0,1,0,0,1,-726,408,1134,YES
Enormous Cotton Lamp,2163,1787,-376,5646,5646,0,1,0,0,1,-843,285,1128,YES
Rustic Steel Shoes,2659,1531,-1128,1612,1612,0,1,0,0,1,-1047,81,1128,YES
Intelligent Bronze Plate,2247,1873,-374,5916,5916,0,1,0,0,1,-825,297,1122,YES
Ergonomic Cotton Gloves,1897,1817,-80,26791,26791,0,3,1,1,3,233,1353,1120,YES
Aerodynamic Paper Shirt,2940,2661,-279,11208,11208,0,1,0,0,1,-552,564,1116,YES
Fantastic Aluminum Plate,2963,2740,-223,14425,14425,0,1,0,0,1,-390,725,1115,YES
Sleek Steel Chair,2522,1966,-556,4074,4074,0,1,0,0,1,-970,142,1112,YES
Mediocre Leather Bag,2294,2016,-278,8492,8492,0,1,0,0,1,-684,428,1112,YES
Durable Copper Hat,1634,1086,-548,2289,2289,0,2,0,0,2,-979,117,1096,YES
Ergonomic Steel Watch,3167,2072,-1095,2182,2182,0,1,0,0,1,-985,110,1095,YES
Rustic Bronze Bag,2596,2053,-543,4325,4325,0,2,1,0,1,-867,219,1086,YES
Durable Leather Bag,2909,2368,-541,4987,4987,0,2,1,0,1,-831,251,1082,YES
Durable Linen Bench,2114,1754,-360,5541,5541,0,1,0,0,1,-801,279,1080,YES
Incredible Wool Wallet,2032,1764,-268,7428,7428,0,1,0,0,1,-700,372,1072,YES
Intelligent Wool Keyboard,2352,1995,-357,6300,6300,0,1,0,0,1,-756,315,1071,YES
Small Steel Wallet,2233,1699,-534,3442,3442,0,1,0,0,1,-1024,44,1068,YES
Lightweight Granite Coat,2303,2036,-267,8576,8576,0,1,0,0,1,-636,432,1068,YES
Durable Steel Plate,2168,1635,-533,3304,3304,0,1,0,0,1,-1032,34,1066,YES
Small Cotton Keyboard,3134,2922,-212,15383,15383,0,2,0,0,2,-287,773,1060,YES
Incredible Steel Clock,2381,2030,-351,6411,6411,0,1,0,0,1,-732,321,1053,YES
Durable Bronze Hat,2687,2341,-346,7395,7395,0,1,0,0,1,-666,372,1038,YES
Enormous Rubber Watch,1993,1486,-507,3122,3122,0,1,0,0,1,-864,150,1014,YES
Synergistic Silk Shoes,2557,1545,-1012,1627,1627,0,1,0,0,1,-930,82,1012,YES
Fantastic Silk Lamp,2697,2360,-337,7455,7455,0,1,0,0,1,-636,375,1011,YES
Practical Marble Shirt,1883,1547,-336,4888,4888,0,2,1,0,1,-761,247,1008,YES
Sleek Wooden Plate,3131,2129,-1002,2242,2242,0,1,0,0,1,-889,113,1002,YES
Gorgeous Silk Bench,2308,2058,-250,8671,8671,0,2,1,0,1,-561,439,1000,YES
Lightweight Marble Knife,2264,1933,-331,6105,6105,0,1,0,0,1,-687,306,993,YES
Durable Leather Lamp,2221,1231,-990,1296,1296,0,1,0,0,1,-925,65,990,YES
Enormous Marble Bag,2128,1930,-198,10160,10160,0,1,0,0,1,-480,510,990,YES
Mediocre Paper Coat,3210,2223,-987,2340,2340,0,1,0,0,1,-870,117,987,YES
Rustic Iron Lamp,2787,2590,-197,13635,13635,0,1,0,0,1,-300,685,985,YES
Sleek Bronze Car,2181,1695,-486,3570,3570,0,1,0,0,1,-792,180,972,YES
Durable Marble Wallet,2840,2354,-486,4956,4956,0,1,0,0,1,-724,248,972,YES
Ergonomic Silk Knife,1547,1305,-242,5496,5496,0,1,0,0,1,-692,276,968,YES
Aerodynamic Cotton Plate,2088,1770,-318,5592,5592,0,1,0,0,1,-672,282,954,YES
Sleek Steel Lamp,1811,1335,-476,2812,2812,0,1,0,0,1,-810,142,952,YES
Ergonomic Paper Chair,2775,2300,-475,4844,4844,0,1,0,0,1,-706,244,950,YES
Gorgeous Iron Knife,2774,1825,-949,1922,1922,0,1,0,0,1,-852,97,949,YES
Gorgeous Concrete Coat,2201,1890,-311,5970,5970,0,1,0,0,1,-633,300,933,YES
Awesome Copper Chair,2274,1964,-310,6204,6204,0,1,0,0,1,-618,312,930,YES
Practical Concrete Wallet,2491,2031,-460,4276,4276,0,1,0,0,1,-706,214,920,YES
Synergistic Silk Shirt,1774,1469,-305,4641,4641,0,1,0,0,1,-681,234,915,YES
Fantastic Iron Bottle,2230,1324,-906,1370,1370,0,1,0,0,1,-860,46,906,YES
Fantastic Iron Chair,3062,2159,-903,2273,2273,0,1,0,0,1,-789,114,903,YES
Intelligent Concrete Shoes,1689,1464,-225,6168,6168,0,1,0,0,1,-588,312,900,YES
Awesome Wooden Plate,3244,2348,-896,2472,2472,0,1,0,0,1,-772,124,896,YES
Ergonomic Linen Clock,1868,1650,-218,6948,6948,0,1,0,0,1,-524,348,872,YES
Synergistic Cotton Watch,2207,2033,-174,10705,10705,0,1,0,0,1,-330,540,870,YES
Gorgeous Bronze Plate,2727,1859,-868,1957,1957,0,1,0,0,1,-770,98,868,YES
Lightweight Bronze Clock,2999,2827,-172,14880,14880,0,1,0,0,1,-115,745,860,YES
Aerodynamic Concrete Bottle,2827,2401,-426,5056,5056,0,1,0,0,1,-598,254,852,YES
Sleek Wooden Knife,2381,1957,-424,4122,4122,0,1,0,0,1,-640,208,848,YES
Durable Wooden Coat,2294,2018,-276,6375,6375,0,1,0,0,1,-507,321,828,YES
Enormous Copper Gloves,2681,1862,-819,1961,1961,0,1,0,0,1,-720,99,819,YES
Ergonomic Marble Wallet,2736,2327,-409,4900,4900,0,1,0,0,1,-572,246,818,YES
Rustic Silk Lamp,2498,2336,-162,12295,12295,0,1,0,0,1,-195,615,810,YES
Small Concrete Chair,2409,2247,-162,11830,11830,0,1,0,0,1,-215,595,810,YES
Intelligent Paper Car,2724,1914,-810,2015,2015,0,1,0,0,1,-709,101,810,YES
Rustic Concrete Plate,2607,2337,-270,7383,7383,0,1,0,0,1,-438,372,810,YES
Durable Plastic Wallet,2279,1875,-404,3948,3948,0,1,0,0,1,-610,198,808,YES
Aerodynamic Linen Computer,2395,2195,-200,9244,9244,0,1,0,0,1,-336,464,800,YES
Practical Bronze Bottle,2469,1674,-795,1724,1724,0,1,0,0,1,-745,50,795,YES
Gorgeous Silk Keyboard,2811,2653,-158,13965,13965,0,1,0,0,1,-90,700,790,YES
Heavy Duty Paper Lamp,1817,1660,-157,8740,8740,0,1,0,0,1,-345,440,785,YES
Aerodynamic Cotton Table,2567,2308,-259,7292,7292,0,2,0,0,2,-409,368,777,YES
Rustic Cotton Bottle,3284,3090,-194,13012,13012,0,1,0,0,1,-124,652,776,YES
Aerodynamic Linen Table,2500,2242,-258,7080,7080,0,1,0,0,1,-420,354,774,YES
Small Plastic Lamp,2138,1984,-154,10445,10445,0,1,0,0,1,-245,525,770,YES
Lightweight Copper Bench,1854,1474,-380,3104,3104,0,1,0,0,1,-604,156,760,YES
Aerodynamic Steel Shirt,2317,1562,-755,1595,1595,0,1,0,0,1,-722,33,755,YES
Small Steel Bottle,1724,1347,-377,2837,2837,0,2,1,0,1,-611,143,754,YES
Awesome Paper Gloves,2321,1947,-374,4100,4100,0,1,0,0,1,-542,206,748,YES
Sleek Granite Hat,1966,1595,-371,3358,3358,0,1,0,0,1,-574,168,742,YES
Synergistic Aluminum Bottle,2205,1470,-735,1548,1548,0,1,0,0,1,-657,78,735,YES
Durable Paper Gloves,2908,2174,-734,2289,2289,0,1,0,0,1,-619,115,734,YES
Mediocre Linen Watch,2074,1341,-733,1412,1412,0,1,0,0,1,-662,71,733,YES
Awesome Marble Coat,2219,2036,-183,8576,8576,0,1,0,0,1,-300,432,732,YES
Ergonomic Paper Bottle,2539,1814,-725,1910,1910,0,1,0,0,1,-629,96,725,YES
Practical Rubber Hat,1896,1172,-724,1234,1234,0,1,0,0,1,-662,62,724,YES
Enormous Rubber Pants,2512,2153,-359,4534,4534,0,1,0,0,1,-490,228,718,YES
Ergonomic Granite Plate,2698,1984,-714,2019,2019,0,1,0,0,1,-679,35,714,YES
Enormous Plastic Wallet,2657,1948,-709,2051,2051,0,1,0,0,1,-606,103,709,YES
Intelligent Concrete Clock,2259,2082,-177,8768,8768,0,1,0,0,1,-268,440,708,YES
Small Wool Shoes,3090,2393,-697,2519,2519,0,1,0,0,1,-571,126,697,YES
Fantastic Marble Shoes,1839,1493,-346,3144,3144,0,1,0,0,1,-534,158,692,YES
Awesome Rubber Bottle,2396,2258,-138,11885,11885,0,1,0,0,1,-95,595,690,YES
Synergistic Wooden Bag,2008,1663,-345,3502,3502,0,1,0,0,1,-514,176,690,YES
Heavy Duty Linen Gloves,2177,1834,-343,3862,3862,0,1,0,0,1,-492,194,686,YES
Lightweight Aluminum Table,2114,1771,-343,3730,3730,0,1,0,0,1,-498,188,686,YES
Gorgeous Wooden Computer,2121,1893,-228,5979,5979,0,1,0,0,1,-384,300,684,YES
Durable Rubber Knife,2684,2349,-335,4946,4946,0,1,0,0,1,-422,248,670,YES
Gorgeous Silk Pants,2321,1987,-334,4184,4184,0,1,0,0,1,-458,210,668,YES
Fantastic Concrete Shoes,2172,1843,-329,3880,3880,0,1,0,0,1,-464,194,658,YES
Ergonomic Wool Pants,2670,2506,-164,10552,10552,0,1,0,0,1,-128,528,656,YES
Synergistic Rubber Computer,1989,1662,-327,3500,3500,0,1,0,0,1,-478,176,654,YES
Fantastic Marble Shoes,2485,1834,-651,1931,1931,0,1,0,0,1,-554,97,651,YES
Practical Marble Gloves,2202,1552,-650,1634,1634,0,1,0,0,1,-568,82,650,YES
Practical Bronze Car,2480,2350,-130,12370,12370,0,1,0,0,1,-30,620,650,YES
Fantastic Paper Bag,2242,1917,-325,4036,4036,0,1,0,0,1,-448,202,650,YES
Aerodynamic Marble Shirt,2317,1999,-318,4210,4210,0,1,0,0,1,-424,212,636,YES
Sleek Wooden Table,2753,2121,-632,2233,2233,0,1,0,0,1,-520,112,632,YES
Fantastic Aluminum Knife,2479,1847,-632,1945,1945,0,1,0,0,1,-534,98,632,YES
Mediocre Silk Bench,2149,1518,-631,1519,1519,0,1,0,0,1,-630,1,631,YES
Practical Iron Chair,2379,2255,-124,11870,11870,0,1,0,0,1,-25,595,620,YES
Gorgeous Cotton Keyboard,2263,2109,-154,8880,8880,0,1,0,0,1,-172,444,616,YES
Small Copper Chair,2086,1881,-205,5940,5940,0,1,0,0,1,-318,297,615,YES
